UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
4594,L52991,L,304.3728265,306.132675,1799,4.13586542,97
977,L52992,L,302.8518109,310.6272107,1976,6.225118178,230
750,L52993,L,297.8895912,311.494361,1489,9.898397755,95
3556,M20674,M,295.944632,308.7197609,2626,54.68676942,156
7581,L52995,L,295.8209551,311.2053745,1741,39.19473165,220
4800,L52996,L,296.407479,311.4749664,2861,17.84757525,215
7456,L52997,L,300.643071,313.2762725,2231,46.94123914,45
3016,L52998,L,303.8446235,306.2254765,2231,43.44776465,121
8461,L52999,L,299.8700395,307.257563,2644,10.26458917,30
3029,L53000,L,303.0550984,306.2550605,2037,50.42204985,151
6449,L53001,L,299.4021569,312.7307509,2381,59.64887473,118
9204,M20682,M,301.8189686,312.119956,1913,24.66116088,125
5240,L53003,L,302.0332292,310.3546008,2206,53.84918915,142
1249,L53004,L,296.9004661,306.3776736,2315,18.33958084,203
8955,L53005,L,298.6231877,307.9138301,2471,58.88985764,147
8915,M20686,M,301.1631798,308.1115308,2104,70.17715951,131
1406,L53007,L,295.9504088,310.2420199,2126,35.96792661,185
6155,L53008,L,298.6261697,307.7901555,1215,21.60848729,204
439,M20689,M,300.2201551,306.2909749,1356,32.86006392,188
315,M20690,M,304.4652653,311.6191746,1471,22.00564001,232
2113,L53011,L,299.6657088,308.1225497,2750,3.890226556,126
4997,L53012,L,302.8077222,309.3642308,2296,51.15324134,107
592,L53013,L,299.275019,306.7340997,1536,6.895939535,137
5534,L53014,L,302.6267946,312.2006413,2692,19.11644589,40
3671,L53015,L,300.7778162,310.2808082,1627,56.39432769,52
8049,L53016,L,303.4566781,313.0028436,1414,52.26478101,86
1910,M20697,M,299.0806715,309.7133197,1431,9.138344797,198
8028,M20698,M,300.8596007,313.3255479,2397,51.85198515,120
4464,M20699,M,301.0961719,312.9241325,2698,71.54585196,75
6775,M20700,M,299.1399231,310.3693248,1697,9.223779745,47
2424,M20701,M,296.6276708,313.2645368,2555,34.06210297,142
3271,L53022,L,296.1607465,308.3170189,1917,56.9027872,134
9446,L53023,L,295.4533783,308.6617015,2531,52.41023463,71
1454,L53024,L,303.3365152,306.0683714,1574,20.28996749,198
196,M20705,M,297.4755692,310.4725273,1620,15.6712978,170
5587,L53026,L,297.2458621,311.5475842,1981,60.89318189,3
8982,L53027,L,302.0715257,311.9655054,1745,73.4146109,123
3554,L53028,L,298.2441482,306.9135119,2132,59.68007644,241
9005,M20709,M,299.9556112,309.2976885,2341,73.9212863,178
4931,L53030,L,296.7951018,307.132592,2384,47.84366688,70
2581,L53031,L,304.1296606,311.0632315,1314,71.43839706,125
9724,H35266,H,303.1345489,306.9793656,1573,54.06371856,250
8166,L53033,L,303.2468645,313.0237258,1350,69.96680981,58
405,L53034,L,299.0423185,307.5681406,2297,15.56367687,108
8145,M20715,M,302.3137232,308.0603584,1403,63.17314771,40
2845,H35270,H,296.6236606,312.5923412,1805,18.12309431,188
2337,L53037,L,295.3792948,309.4135876,2125,5.796838622,29
7847,L53038,L,295.483751,305.8943672,1346,41.48027056,122
90,L53039,L,300.696736,309.7061486,1599,26.96872962,145
9598,L53040,L,299.4896331,306.384801,2592,6.969083138,29
5063,L53041,L,300.0657412,313.6812922,1692,75.16615877,134
6729,L53042,L,295.3686609,310.4637037,1910,52.31873175,51
9810,M20723,M,299.1887169,307.7779142,2731,69.45192621,175
3595,M20724,M,301.9062271,310.2661132,1490,76.53321225,22
9718,M20725,M,299.3727821,306.3226235,2452,32.33517843,123
9888,L53046,L,302.0364167,312.1791196,2803,22.34485569,164
4042,L53047,L,297.4437745,313.1951572,1566,17.18678379,70
8945,L53048,L,302.7809064,312.7829995,1504,41.30562145,229
716,L53049,L,300.7135674,308.4682366,2491,47.9226806,220
2442,L53050,L,297.2390205,308.3387218,1286,38.19237518,225
8140,L53051,L,297.4778284,305.9842097,2749,31.99194668,251
3430,M20732,M,301.0778803,310.9763429,1580,16.05024262,102
5269,M20733,M,302.9354443,310.0327288,1747,35.96738061,52
8667,M20734,M,299.1237756,309.4207056,2575,10.00570038,104
2822,M20735,M,297.6763639,313.0518107,2671,66.77547685,172
8061,L53056,L,303.2765068,307.0598191,1472,7.214513073,252
9844,L53057,L,301.4572683,305.7782968,2874,31.51103329,250
6152,L53058,L,299.4223865,306.2938633,1363,11.09003687,176
7397,L53059,L,299.7886818,307.5093086,1500,60.21858036,48
2902,L53060,L,297.1791595,305.9696129,2211,26.56725206,110
3101,L53061,L,301.0665842,309.7730341,1790,12.0340886,209
3593,L53062,L,298.6004311,308.2441327,1825,42.49256656,247
8375,L53063,L,304.4599356,307.1619124,1871,70.50496613,174
6666,M20744,M,299.7176883,311.775681,2624,69.94934662,106
6833,L53065,L,299.7701476,307.3560557,2050,21.97459579,152
9815,L53066,L,300.5058364,311.2696013,2617,56.19122441,90
84,H35301,H,303.7341552,308.5290457,2420,6.004689239,154
86,M20748,M,302.6675265,309.8458049,1691,13.39881079,139
7465,M20749,M,299.4503966,313.264323,1384,40.16158856,150
9935,L53070,L,301.9120332,306.0025482,2157,20.45346843,16
1311,L53071,L,300.6933666,309.7521425,2782,61.91346297,43
9133,L53072,L,299.8297768,312.620826,1542,71.58205413,70
1037,M20753,M,297.0693051,310.4625914,1203,4.11546544,124
1401,L53074,L,299.5682136,307.9426512,1943,20.75627239,151
3481,M20755,M,297.561531,308.9212172,1195,35.79948359,198
4821,L53076,L,303.7165478,311.2101516,2563,44.79217219,92
5750,M20757,M,298.3857427,312.9155763,1253,70.47772221,59
4714,L53078,L,304.0608289,306.0326376,1355,68.72911811,52
6159,H35313,H,300.2041087,306.2794645,1472,50.18598324,219
725,M20760,M,301.1102083,308.3329173,1933,22.53784743,214
188,L53081,L,300.2950521,307.5855154,2613,60.82335256,73
6378,L53082,L,296.4903017,307.8459402,1247,18.55304895,143
4831,L53083,L,298.7575552,307.492287,1353,74.06454519,106
6602,M20764,M,296.2121442,307.2861829,2196,4.225145865,239
2773,H35319,H,301.0311772,306.7580541,1725,45.27929268,97
4613,L53086,L,299.4112426,313.2650285,2688,10.23531958,24
2581,H35321,H,302.4574617,306.8679347,1676,33.4732458,65
3701,M20768,M,297.3283284,307.3556706,2805,50.02316173,49
2940,H35323,H,296.8140077,307.6947524,2138,54.00277048,68
1139,M20770,M,299.0382565,313.2574205,2193,60.98945739,77
7212,M20771,M,303.8245855,311.8212845,1384,46.99425676,222
8396,M20772,M,301.8358807,312.0965654,2728,22.09604877,167
7641,H35327,H,299.1540973,306.5485419,1424,68.53763609,133
3381,L53094,L,300.058904,312.47411,2644,62.84861967,63
1346,M20775,M,296.0747597,309.006364,2615,15.45180873,27
8553,L53096,L,304.3580982,307.8288665,1491,63.97001421,8
1144,L53097,L,301.4309472,310.3635757,2690,74.60852076,5
214,L53098,L,297.9257174,312.3596815,2772,50.1895517,244
1849,L53099,L,300.6894372,312.0070824,1364,24.31542024,144
642,L53100,L,296.3072378,312.9089796,1671,47.96003092,167
606,L53101,L,304.1856974,313.2178707,2463,28.73655303,98
366,L53102,L,296.9080219,307.6287888,1861,53.00890306,203
1229,M20783,M,301.2618789,309.1332489,2126,43.46143705,172
899,L53104,L,297.5581811,305.8184912,1185,71.46691656,81
2751,M20785,M,301.9015647,312.8225054,1274,48.78374195,118
5381,L53106,L,302.4467566,306.9520344,2720,19.37786658,170
90,L53107,L,301.4954615,312.677946,1292,56.58799878,225
989,M20788,M,300.953395,308.3680373,1650,25.70394154,173
7058,L53109,L,303.5107157,308.6818821,2785,23.63006137,190
2441,L53110,L,296.0233657,306.0169713,2195,32.32133834,128
5564,L53111,L,298.3444158,308.3477182,1794,4.673358236,186
293,L53112,L,297.5842448,312.8957458,1518,74.35344006,62
9682,L53113,L,304.3897285,305.9069339,1518,42.55370491,206
4727,H35348,H,298.882386,308.9912525,1816,60.11035547,124
4266,L53115,L,302.0400368,305.954337,2068,22.57164179,17
5430,M20796,M,301.5994715,308.7044797,1395,58.15379998,85
9642,M20797,M,297.2511474,307.0983892,1183,45.09001257,209
4986,L53118,L,297.4987787,307.742969,1592,34.67769585,240
9283,L53119,L,297.887818,312.8085468,1631,74.46471967,192
6200,M20800,M,299.082371,309.2319987,1891,39.75182239,237
2616,L53121,L,297.4557906,307.9177637,2437,51.66298476,19
8343,L53122,L,295.4807936,310.4736409,1961,4.91691154,183
5435,L53123,L,303.3904161,306.8510664,1344,25.74593903,181
984,M20804,M,304.1836104,307.801072,1710,68.49674602,47
1820,M20805,M,298.4424476,310.1246085,1676,59.05221965,227
977,L53126,L,298.4142633,307.6239366,2753,42.87569383,53
6150,M20807,M,295.3652447,311.2009347,2846,69.33162668,101
8381,L53128,L,301.5583063,309.6810795,1731,39.19685336,88
6461,M20809,M,302.894047,311.9531115,1400,45.04171427,143
2779,L53130,L,296.6487964,313.3807807,2869,31.62072728,147
2572,L53131,L,296.7689304,306.6380196,2229,48.93891467,229
9379,L53132,L,302.5687659,308.4107866,1658,27.02331145,46
3902,M20813,M,300.9698749,308.2883474,2184,31.86383053,249
3440,L53134,L,295.7127171,306.9245816,1611,74.14855196,224
7234,L53135,L,301.0274323,312.2634554,1187,11.90327189,134
9540,L53136,L,298.1420431,311.8550175,2802,11.46258913,150
5485,L53137,L,298.6922714,309.6238463,2747,6.953406216,202
7538,L53138,L,302.381529,310.0559433,1278,27.09924104,160
3408,L53139,L,302.7606038,306.1823075,1654,32.79108885,167
8859,L53140,L,298.983281,310.1996096,1256,10.68073889,109
773,L53141,L,304.013807,312.1098663,2510,43.77673646,4
9357,L53142,L,299.039457,310.3480033,2309,46.26435132,172
4954,H35377,H,302.4008915,307.8489816,1601,58.4747433,110
4595,H35378,H,299.7516708,311.107141,2430,74.85047889,40
8841,H35379,H,303.5572974,308.6280563,1239,48.8888436,135
4947,L53146,L,303.6514034,310.1134736,1989,11.92817873,242
9252,L53147,L,296.1042346,309.6492794,2590,10.24456491,208
988,L53148,L,303.9157386,308.7875175,1983,60.40541167,242
2191,M20829,M,302.8949205,311.5229116,1571,51.14432456,253
4624,L53150,L,302.5800586,312.8593965,2866,15.58736793,81
1786,L53151,L,297.1483843,305.7422214,1418,22.24460601,177
9720,L53152,L,302.7070967,313.2622938,2036,58.41750019,218
6150,L53153,L,303.1212212,309.8432726,2386,45.01614092,30
6817,L53154,L,297.9601831,311.3759282,2763,46.38800455,3
1902,H35389,H,304.0607927,312.630559,2801,19.08863127,193
2404,H35390,H,295.7587133,309.4835399,2035,49.59542106,55
2986,L53157,L,296.6791651,312.46329,2776,59.90176175,4
1851,L53158,L,300.2457465,307.1387205,2413,68.24636201,80
9200,H35393,H,300.5972907,306.989257,2822,57.43302125,53
5156,M20840,M,301.2353808,311.0255181,2373,45.76014739,123
8738,M20841,M,295.456116,312.7481583,2063,52.81327757,230
6018,L53162,L,304.1353743,312.928652,1423,39.11611447,95
8717,H35397,H,295.7102105,310.9142977,2279,20.3181921,92
9930,H35398,H,296.61617,309.9564628,2040,68.02466762,79
1081,L53165,L,295.4289336,308.384284,1659,42.57492769,0
2022,L53166,L,300.5150976,313.6380034,1503,47.06637305,252
7175,L53167,L,303.8768553,308.2895351,2729,75.87992892,203
5563,H35402,H,301.4267139,311.7279075,2598,75.50914138,210
9531,L53169,L,302.8684487,310.0090526,1800,46.48343971,72
9523,M20850,M,295.4221871,310.62895,2480,6.272088675,239
771,L53171,L,300.2865407,308.8871925,1529,32.63954077,60
8181,L53172,L,299.5279794,313.5150673,2632,72.03495079,125
5787,M20853,M,299.8905051,310.3306268,2221,24.78871992,6
9934,L53174,L,295.9643613,313.2960798,2086,76.54676028,157
7360,L53175,L,301.5968053,305.7614905,2061,9.938315955,124
6946,M20856,M,299.9296278,310.3386317,2739,45.15871238,14
7447,M20857,M,302.3393694,311.5092138,1804,41.32471342,107
9551,M20858,M,299.7646738,311.7351494,2414,22.38969209,3
6781,M20859,M,296.6743111,313.0303127,1914,72.85859911,62
1597,H35414,H,301.263964,305.735653,2315,48.87566409,69
8748,M20861,M,296.8859545,305.7026743,1850,20.56061903,37
5447,L53182,L,303.32603,309.525334,2170,31.7587088,174
4355,L53183,L,300.9406694,305.937279,2174,56.30550228,187
835,L53184,L,296.7462757,313.5937137,1860,25.47232068,226
9840,L53185,L,304.1535101,307.4987279,1382,67.83533151,1
9059,M20866,M,300.0689623,309.5285843,1285,15.86105977,196
904,M20867,M,295.9706658,306.1952148,1394,23.05597054,7
143,L53188,L,301.0668627,309.9285922,2058,14.34861905,50
6021,L53189,L,297.6294299,308.7776446,1611,11.38421946,116
7887,H35424,H,302.6939798,306.0617462,1716,25.66296283,221
3724,L53191,L,302.8239631,308.4145066,1996,76.54021273,111
2787,H35426,H,304.3063157,308.8706318,2799,10.66718129,18
3391,L53193,L,299.9171997,313.7183641,2823,19.30655957,93
6946,H35428,H,299.4856033,307.3838756,2628,23.57370297,246
2760,M20875,M,302.2319756,310.1127149,1179,48.87264103,30
7820,L53196,L,296.51873,313.6972559,2313,58.0611667,79
9914,L53197,L,300.3316227,312.1153556,2738,58.54077153,101
3154,M20878,M,300.3254779,313.7462768,1656,4.428699485,21
2832,L53199,L,296.1231527,313.5432163,2442,51.2547134,32
6513,L53200,L,299.1454536,309.6652703,1746,49.71764482,241
9897,L53201,L,303.1502201,311.3406444,2673,41.48526084,213
8650,L53202,L,303.1766133,306.5945893,2741,31.40638327,199
9469,M20883,M,296.2129865,309.2733055,2471,61.85393758,164
7532,L53204,L,296.1346321,312.2530502,1909,28.83452191,139
5313,L53205,L,297.7167984,309.7932161,2528,20.54489341,113
7446,L53206,L,303.3478478,311.3918622,1335,26.37492871,196
7203,M20887,M,296.4859038,311.7405858,2128,35.80636837,63
1609,L53208,L,301.9239706,307.7531,2519,19.38337785,152
3895,M20889,M,296.2307237,312.7931649,2437,48.03118672,181
6789,L53210,L,301.0328683,309.4245617,2782,68.17042994,28
1097,L53211,L,298.5758192,307.4024993,2817,47.14949704,12
627,L53212,L,302.5580085,312.7098686,2492,36.31745278,244
1291,L53213,L,297.4499521,309.0843323,1367,61.81204618,25
4718,M20894,M,301.1806568,311.7775308,2691,58.25721175,21
3412,M20895,M,297.4682793,310.1390679,2031,30.52183125,92
2145,M20896,M,301.8656746,308.7931612,1921,47.78237266,75
900,L53217,L,303.3378379,312.259999,2204,56.93256023,239
698,L53218,L,296.4665766,310.4342064,2557,21.66972518,109
6081,L53219,L,303.2726803,308.863553,1941,30.4647384,234
4056,M20900,M,300.7608923,306.5877427,1264,11.50049794,91
7232,M20901,M,296.4694165,312.953107,1238,75.70312426,72
3441,M20902,M,299.2333851,305.9873036,2160,10.05189295,118
3417,M20903,M,296.7799147,312.6918175,1524,16.07452591,9
2490,M20904,M,301.7432006,308.6156884,1979,38.73176594,47
6595,L53225,L,302.2815868,310.878644,1711,66.79178948,242
6378,L53226,L,296.273328,313.1698178,2441,29.70821127,169
6120,H35461,H,299.9564866,306.9288236,1421,59.75379954,89
793,M20908,M,302.7945505,310.2922989,2373,53.01528054,244
7749,M20909,M,303.9127,311.8919062,2155,50.29474482,227
923,M20910,M,300.0243644,311.836429,2357,65.31725587,186
1482,L53231,L,304.0425689,309.9576185,1171,4.831597085,180
6988,L53232,L,300.2283385,310.7603896,2654,71.44234121,167
7506,L53233,L,298.9265526,311.8359687,1312,64.16766593,202
8934,H35468,H,303.1034688,312.5123239,1332,72.07673359,189
2034,L53235,L,299.8354409,311.8706861,1511,61.57319794,5
1446,L53236,L,299.6415031,308.56744,2296,67.76145446,131
8567,L53237,L,299.8108749,313.7734838,2739,18.58408191,244
2910,M20918,M,303.090422,309.2194718,2505,27.03987607,90
5769,L53239,L,302.9538622,305.8981641,2360,26.74808978,54
8816,L53240,L,299.0123839,308.6371973,1687,11.7473391,125
6443,H35475,H,298.3663587,306.7350419,2093,56.91336978,215
9241,M20922,M,299.8257378,306.6836852,2789,13.71324099,196
606,L53243,L,300.5695071,307.9804338,2627,7.622667291,241
2114,L53244,L,297.4927023,306.1323415,1776,60.25253214,245
2577,L53245,L,302.6043868,311.2769487,1679,69.65947876,248
5741,L53246,L,299.7756414,306.29931,1576,59.42817973,130
5511,L53247,L,298.373219,307.3466454,1603,63.88564109,6
278,M20928,M,296.2827531,306.4524877,2506,47.16125815,87
2058,L53249,L,297.4973755,306.2116586,1709,68.4279334,85
1165,L53250,L,304.0333868,307.8687885,1780,39.96001352,139
3172,M20931,M,298.1069171,310.3323816,2770,75.74988663,98
5307,M20932,M,296.8535055,313.513953,2067,11.32861511,144
6537,M20933,M,299.5381897,312.7920089,2254,62.70835545,194
261,M20934,M,298.1252072,312.7950648,2223,50.49314949,74
5186,L53255,L,295.6234651,307.126143,2790,46.07103377,197
3566,L53256,L,298.272936,307.8457483,2402,56.63900665,106
3819,L53257,L,300.3057993,306.3187859,2654,64.97322344,163
4563,L53258,L,300.3757538,312.0055936,1730,66.61796007,144
6208,M20939,M,298.5803421,306.265512,1742,16.5677341,85
2795,L53260,L,299.4151854,310.2092349,2271,18.14421569,0
9396,L53261,L,304.1827648,307.7077921,2189,4.976921893,235
6989,L53262,L,298.771606,307.6719096,1510,13.39813093,119
2013,L53263,L,297.6756867,313.7248729,2423,23.01064548,66
6243,M20944,M,297.5398968,311.8299164,1780,56.29140788,207
8496,L53265,L,299.5114344,312.4792088,1296,38.43587466,98
1097,L53266,L,302.2875854,310.3330598,2210,58.97537739,205
1167,M20947,M,297.1950913,312.7552157,1524,39.21980972,48
4310,L53268,L,301.8255244,310.9284734,2610,44.24749457,50
7885,L53269,L,295.4945784,313.364007,2126,11.8856475,70
2353,L53270,L,299.1541834,307.9788425,2797,60.33344312,217
5534,L53271,L,302.4379586,310.5220883,1248,58.99161154,119
8085,L53272,L,298.4163432,311.2900639,2806,26.19048387,170
5849,L53273,L,300.4863813,308.8827922,1833,27.72048406,111
8537,M20954,M,297.1858089,312.8256347,1948,19.7928096,30
744,M20955,M,302.1263576,313.6364056,2309,63.04752842,23
9814,M20956,M,295.7809678,309.6995329,2685,58.18209518,210
2542,H35511,H,303.1433923,308.8641893,1958,48.14595534,36
5801,M20958,M,297.1234068,309.5226972,1659,21.18624911,192
1149,H35513,H,303.3444619,312.6071676,1392,16.31092261,216
8849,M20960,M,298.543269,310.9282942,2154,7.459572366,62
4713,L53281,L,301.9486889,306.0626562,1586,7.120515873,55
776,L53282,L,298.2368727,310.0915763,1947,17.42351098,201
9862,L53283,L,303.6343874,305.840131,1304,11.11876835,17
6208,M20964,M,296.4650616,312.0061365,1393,44.28463859,105
9852,M20965,M,296.9423821,308.3593294,2525,29.8689613,192
7179,L53286,L,299.8358772,309.5232606,2420,36.19205294,156
8799,L53287,L,296.0538336,312.1692927,1490,47.04809097,76
430,M20968,M,297.1030177,306.0762354,2299,51.78260706,3
9197,M20969,M,303.9826507,306.9841864,1979,50.98908521,120
1613,L53290,L,304.2837049,308.923479,1612,22.79035952,139
9813,M20971,M,298.7615858,307.5623938,1174,62.74084708,183
4312,L53292,L,303.7942314,308.4370015,1295,70.60926397,47
4466,M20973,M,300.312387,313.7852154,2544,26.80031168,146
9164,M20974,M,297.7816307,312.3858569,1434,5.042362326,25
2289,L53295,L,301.7620682,312.8596047,1852,69.25842479,107
9751,L53296,L,301.3618966,313.2901425,2095,71.03434776,37
2369,L53297,L,304.3999529,308.4615806,1381,7.508900862,79
2093,M20978,M,297.738435,308.1063234,1414,4.160839887,235
7754,L53299,L,301.4829474,307.5959062,2809,63.2342682,152
8112,M20980,M,295.7786185,312.423947,2786,25.74653221,249
284,L53301,L,296.3455436,311.2043701,2565,70.38158178,183
8864,L53302,L,295.336049,307.6129931,1588,19.57893213,201
2135,L53303,L,304.4950383,308.75365,2232,66.49205605,228
7175,M20984,M,302.680918,309.8043653,1884,8.797302836,27
1483,L53305,L,302.5378517,309.9779345,2539,22.77436248,60
6327,L53306,L,299.9894799,312.8986946,2752,74.6437824,219
2347,L53307,L,298.0606172,308.7825857,1310,20.63111644,88
6542,L53308,L,296.6916314,313.0590446,1308,13.48334524,88
14,M20989,M,297.9190076,309.2750772,1732,66.1935787,178
6244,L53310,L,298.7589352,311.7456187,1274,12.37589764,139
756,H35545,H,302.2580529,313.23506,1200,10.8948047,7
8361,L53312,L,300.2648885,313.0513632,2391,27.34534977,227
2280,L53313,L,296.0128494,306.1613182,1286,50.05191528,121
1135,L53314,L,295.4658669,307.3662048,1396,55.54233601,102
2662,L53315,L,296.2414561,309.5629339,2821,67.95418346,185
4825,H35550,H,299.0765882,309.1955897,1855,43.17835909,87
240,M20997,M,303.8853748,310.8912225,2376,32.44081488,22
2288,M20998,M,301.1641028,313.3521433,1997,29.92309786,36
4366,L53319,L,302.6767983,306.6104782,2178,65.45451863,10
2588,L53320,L,299.5906463,309.3600552,2017,56.49375453,16
1310,L53321,L,298.627328,307.2585294,2406,69.7152322,219
6479,L53322,L,296.2972834,312.9422715,1900,73.98178118,183
443,M21003,M,303.3585838,313.5130995,2321,25.64370087,180
8917,M21004,M,302.5050723,309.5774836,2012,42.36027584,194
908,M21005,M,296.8466865,306.5424834,1439,49.79655478,129
