UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Failure Type Encoded
5413,L52592,L,302.9,312.6,1328,59.9,24,No Failure,1
5414,H34827,H,302.7,312.5,1527,36.4,26,No Failure,1
5415,L52594,L,302.6,312.3,1534,34.3,31,No Failure,1
5416,M20275,M,302.6,312.4,1410,50.3,33,No Failure,1
5417,L52596,L,302.6,312.3,1660,30.3,36,No Failure,1
5418,L52597,L,302.6,312.4,1386,45.8,38,No Failure,1
5419,L52598,L,302.6,312.4,1398,41.6,40,No Failure,1
5420,L52599,L,302.6,312.3,1321,53.4,42,No Failure,1
5421,L52600,L,302.6,312.3,1512,34.2,44,No Failure,1
5422,M20281,M,302.6,312.3,1566,36.6,46,No Failure,1
5423,M20282,M,302.7,312.4,1422,44.5,49,No Failure,1
5424,L52603,L,302.6,312.3,1647,31.8,52,No Failure,1
5425,L52604,L,302.6,312.2,1377,45.5,54,No Failure,1
5426,L52605,L,302.5,312.2,1775,27.9,56,No Failure,1
5427,L52606,L,302.6,312.3,1554,42.0,58,No Failure,1
5428,L52607,L,302.7,312.4,1423,51.9,60,No Failure,1
5429,L52608,L,302.7,312.4,1453,47.3,62,No Failure,1
5430,L52609,L,302.8,312.4,1590,34.4,64,No Failure,1
5431,L52610,L,302.8,312.5,1694,28.4,66,No Failure,1
5432,L52611,L,302.8,312.5,1462,43.4,68,No Failure,1
5433,L52612,L,302.8,312.4,1392,46.2,70,No Failure,1
5434,L52613,L,302.9,312.5,1550,45.5,72,No Failure,1
5435,L52614,L,302.9,312.5,1629,30.4,74,No Failure,1
5436,M20295,M,303.0,312.5,1524,42.1,76,No Failure,1
5437,M20296,M,302.9,312.5,1679,30.9,79,No Failure,1
5438,M20297,M,302.9,312.6,1394,46.4,82,No Failure,1
5439,L52618,L,302.9,312.5,1683,32.1,85,No Failure,1
5440,L52619,L,303.0,312.5,1626,30.5,87,No Failure,1
5441,H34854,H,303.0,312.5,1698,30.0,89,No Failure,1
5442,M20301,M,303.0,312.6,1392,42.9,94,No Failure,1
5443,L52622,L,303.1,312.7,1353,51.8,97,No Failure,1
5444,M20303,M,303.0,312.7,1426,46.8,99,No Failure,1
5445,L52624,L,303.0,312.7,2024,19.9,102,No Failure,1
5446,M20305,M,303.0,312.8,1648,32.1,104,No Failure,1
5447,L52626,L,303.1,312.9,1511,40.1,107,No Failure,1
5448,L52627,L,303.1,312.8,1465,44.1,109,No Failure,1
5449,L52628,L,303.0,312.7,1551,41.8,111,No Failure,1
5450,L52629,L,303.1,312.8,2329,15.1,113,No Failure,1
5451,H34864,H,303.1,312.8,1435,41.9,115,No Failure,1
5452,L52631,L,303.0,312.7,1361,48.8,120,No Failure,1
5453,M20312,M,303.0,312.7,1553,35.8,122,No Failure,1
5454,L52633,L,303.0,312.6,1451,42.1,125,No Failure,1
5455,L52634,L,303.0,312.5,1461,40.2,127,No Failure,1
5456,M20315,M,303.1,312.6,1895,23.5,129,No Failure,1
5457,M20316,M,303.1,312.6,1567,32.9,132,No Failure,1
5458,M20317,M,303.0,312.5,1602,33.7,135,No Failure,1
5459,L52638,L,303.1,312.6,1514,42.1,138,No Failure,1
5460,L52639,L,303.1,312.5,1453,49.1,140,No Failure,1
5461,M20320,M,303.0,312.4,1526,36.1,142,No Failure,1
5462,M20321,M,302.9,312.3,1339,52.1,145,No Failure,1
5463,L52642,L,302.9,312.3,1889,22.8,148,No Failure,1
5464,L52643,L,302.9,312.4,1561,34.8,150,No Failure,1
5465,M20324,M,302.9,312.4,1659,33.1,152,No Failure,1
5466,L52645,L,302.9,312.4,1424,49.5,155,No Failure,1
5467,M20326,M,302.9,312.3,1426,44.7,157,No Failure,1
5468,L52647,L,302.9,312.4,1383,51.4,160,No Failure,1
5469,L52648,L,302.8,312.3,1764,29.9,162,No Failure,1
5470,M20329,M,302.7,312.2,1439,42.5,164,No Failure,1
5471,M20330,M,302.7,312.2,1585,35.5,167,No Failure,1
5472,L52651,L,302.7,312.3,1346,61.2,170,Random Failures,4
5473,L52652,L,302.8,312.3,1386,57.8,172,No Failure,1
5474,L52653,L,302.7,312.2,1369,51.8,174,No Failure,1
5475,M20334,M,302.7,312.1,1378,46.9,176,No Failure,1
5476,L52655,L,302.7,312.2,1336,46.8,179,No Failure,1
5477,M20336,M,302.6,312.1,1445,42.0,181,No Failure,1
5478,L52657,L,302.7,312.1,1763,26.5,184,No Failure,1
5479,L52658,L,302.7,312.2,1611,34.1,186,No Failure,1
5480,M20339,M,302.7,312.1,1564,32.1,188,No Failure,1
5481,H34894,H,302.7,312.1,1478,36.0,191,No Failure,1
5482,L52661,L,302.6,312.0,1781,28.5,196,No Failure,1
5483,L52662,L,302.6,312.1,1782,26.8,198,No Failure,1
5484,M20343,M,302.6,312.1,2000,21.9,200,No Failure,1
5485,M20344,M,302.5,312.0,1826,25.3,203,No Failure,1
5486,L52665,L,302.6,312.1,1344,51.0,206,No Failure,1
5487,L52666,L,302.6,312.2,1520,43.0,208,No Failure,1
5488,M20347,M,302.6,312.1,1611,39.9,210,No Failure,1
5489,L52668,L,302.7,312.2,1450,52.1,213,Overstrain Failure,2
5490,L52669,L,302.6,312.1,1499,35.0,215,Random Failures,4
5491,L52670,L,302.6,312.1,1288,68.5,0,Power Failure,3
5492,M20351,M,302.7,312.2,1350,58.6,2,No Failure,1
5493,M20352,M,302.9,312.4,1334,50.9,5,No Failure,1
5494,L52673,L,302.8,312.4,1376,57.1,8,No Failure,1
5495,L52674,L,302.8,312.4,1368,49.5,10,No Failure,1
5496,H34909,H,302.9,312.5,1357,55.0,12,Random Failures,4
5497,M20356,M,302.9,312.5,1924,24.0,17,No Failure,1
5498,M20357,M,302.9,312.5,1551,40.0,20,No Failure,1
5499,M20358,M,302.9,312.5,1903,21.2,23,No Failure,1
5500,H34913,H,302.9,312.3,1417,48.7,26,No Failure,1
5501,L52680,L,302.7,312.1,1601,35.2,31,No Failure,1
5502,L52681,L,302.7,312.1,1543,37.5,33,No Failure,1
5503,L52682,L,302.6,312.1,1439,52.3,35,No Failure,1
5504,H34917,H,302.6,312.0,1657,29.3,37,No Failure,1
5505,L52684,L,302.8,312.2,1458,51.0,42,No Failure,1
5506,L52685,L,302.8,312.2,1746,27.4,44,No Failure,1
5507,L52686,L,302.9,312.2,1677,30.5,46,No Failure,1
5508,L52687,L,302.8,312.1,1520,39.9,48,No Failure,1
5509,L52688,L,302.9,312.2,1367,55.1,50,No Failure,1
5510,L52689,L,302.8,312.2,1509,36.5,52,Random Failures,4
5511,L52690,L,302.8,312.1,1418,51.4,54,No Failure,1
5512,L52691,L,302.8,312.1,1958,20.3,56,No Failure,1
5513,L52692,L,302.8,312.2,1682,30.9,58,No Failure,1
5514,M20373,M,302.8,312.2,1452,50.3,60,No Failure,1
5515,L52694,L,302.7,312.0,1828,24.0,63,No Failure,1
5516,H34929,H,302.7,312.0,1484,41.5,65,No Failure,1
5517,L52696,L,302.6,312.0,1674,32.2,70,No Failure,1
5518,L52697,L,302.6,311.9,1448,49.5,72,No Failure,1
5519,M20378,M,302.5,311.8,2023,19.1,74,No Failure,1
5520,L52699,L,302.5,311.9,1452,47.4,77,No Failure,1
5521,M20380,M,302.6,312.0,1496,45.0,79,No Failure,1
5522,L52701,L,302.6,311.9,1397,46.9,82,No Failure,1
5523,L52702,L,302.6,311.9,1453,39.1,84,No Failure,1
5524,M20383,M,302.5,311.9,1524,34.8,86,No Failure,1
5525,L52704,L,302.6,311.9,1633,30.9,89,No Failure,1
5526,M20385,M,302.6,312.0,1363,45.7,91,No Failure,1
5527,L52706,L,302.5,311.9,1520,44.9,94,No Failure,1
5528,M20387,M,302.5,311.9,1532,38.8,96,No Failure,1
5529,L52708,L,302.4,311.8,1384,50.9,99,No Failure,1
5530,M20389,M,302.4,311.8,1539,39.9,101,No Failure,1
5531,M20390,M,302.3,311.8,1355,50.1,104,No Failure,1
5532,M20391,M,302.3,311.7,1504,37.3,107,No Failure,1
5533,L52712,L,302.4,311.8,1476,46.6,110,No Failure,1
5534,L52713,L,302.4,311.7,1721,26.9,112,No Failure,1
5535,M20394,M,302.3,311.7,1494,37.1,114,No Failure,1
5536,L52715,L,302.3,311.7,1465,43.5,117,No Failure,1
5537,M20396,M,302.3,311.8,1363,54.0,119,No Failure,1
5538,L52717,L,302.4,311.8,1648,30.0,122,No Failure,1
5539,M20398,M,302.3,311.8,1879,23.0,124,No Failure,1
5540,H34953,H,302.3,311.7,1482,39.0,127,No Failure,1
5541,L52720,L,302.4,311.8,1493,38.4,132,No Failure,1
5542,L52721,L,302.4,311.8,1433,42.2,134,No Failure,1
5543,L52722,L,302.3,311.7,1400,41.6,136,No Failure,1
5544,L52723,L,302.4,311.8,1255,59.0,138,No Failure,1
5545,L52724,L,302.2,311.7,1471,45.6,140,No Failure,1
5546,H34959,H,302.2,311.6,1357,44.2,142,No Failure,1
5547,L52726,L,302.3,311.7,1453,41.2,147,No Failure,1
5548,M20407,M,302.3,311.7,1540,28.9,149,No Failure,1
5549,L52728,L,302.3,311.8,1605,35.2,152,No Failure,1
5550,H34963,H,302.3,311.9,1374,52.4,154,No Failure,1
5551,M20410,M,302.3,311.9,1508,42.3,159,No Failure,1
5552,H34965,H,302.4,311.9,1366,47.3,162,No Failure,1
5553,H34966,H,302.5,312.0,1579,35.7,167,No Failure,1
5554,L52733,L,302.5,311.9,1306,59.7,172,Random Failures,4
5555,M20414,M,302.5,312.0,1521,40.2,174,No Failure,1
5556,L52735,L,302.5,312.0,1411,44.2,177,No Failure,1
5557,H34970,H,302.5,312.0,1357,42.0,179,No Failure,1
5558,M20417,M,302.5,312.0,1436,43.5,184,No Failure,1
5559,L52738,L,302.5,311.9,1553,40.1,187,No Failure,1
5560,M20419,M,302.5,312.0,1451,43.2,189,No Failure,1
5561,L52740,L,302.4,311.9,1541,37.9,192,No Failure,1
5562,M20421,M,302.3,311.7,1341,46.3,194,No Failure,1
5563,L52742,L,302.3,311.7,1648,32.1,197,No Failure,1
5564,M20423,M,302.3,311.7,1640,31.5,199,No Failure,1
5565,L52744,L,302.4,311.8,1416,46.1,202,No Failure,1
5566,L52745,L,302.4,311.9,1671,29.9,204,No Failure,1
5567,L52746,L,302.4,312.0,1457,45.5,206,No Failure,1
5568,M20427,M,302.5,312.0,1445,54.8,0,No Failure,1
5569,L52748,L,302.5,312.1,1534,38.6,3,No Failure,1
5570,L52749,L,302.4,312.0,1508,36.9,5,No Failure,1
5571,M20430,M,302.4,312.1,1492,47.7,7,No Failure,1
5572,L52751,L,302.4,312.0,1562,37.9,10,No Failure,1
5573,L52752,L,302.4,312.0,1545,36.4,12,No Failure,1
5574,L52753,L,302.5,312.2,1738,25.3,14,No Failure,1
5575,L52754,L,302.4,312.0,1305,49.1,16,No Failure,1
5576,H34989,H,302.4,312.0,1477,39.7,18,No Failure,1
5577,H34990,H,302.4,312.0,1457,43.4,23,No Failure,1
5578,L52757,L,302.4,312.1,1455,40.4,28,No Failure,1
5579,L52758,L,302.5,312.2,1574,38.7,30,No Failure,1
5580,L52759,L,302.6,312.2,1695,27.1,32,No Failure,1
5581,M20440,M,302.6,312.2,1458,38.8,34,No Failure,1
5582,M20441,M,302.5,312.1,1454,47.6,37,No Failure,1
5583,L52762,L,302.5,312.0,2052,18.9,40,No Failure,1
5584,L52763,L,302.5,312.0,1673,29.9,42,No Failure,1
5585,L52764,L,302.4,311.9,1578,29.9,44,No Failure,1
5586,M20445,M,302.5,312.0,1642,29.1,46,No Failure,1
5587,M20446,M,302.4,311.8,1557,31.5,49,No Failure,1
5588,L52767,L,302.5,311.9,1481,42.9,52,No Failure,1
5589,M20448,M,302.5,311.8,1566,37.6,54,No Failure,1
5590,M20449,M,302.5,311.9,1298,57.5,57,No Failure,1
5591,M20450,M,302.5,311.9,1340,59.4,60,No Failure,1
5592,L52771,L,302.5,312.0,1574,33.8,63,No Failure,1
5593,L52772,L,302.5,311.9,1437,46.7,65,No Failure,1
5594,L52773,L,302.6,311.9,1354,48.0,67,No Failure,1
5595,L52774,L,302.6,311.9,1598,35.5,69,No Failure,1
5596,M20455,M,302.7,312.0,1944,21.4,71,No Failure,1
5597,M20456,M,302.7,312.0,1538,36.7,74,No Failure,1
5598,L52777,L,302.7,312.0,1501,37.0,77,No Failure,1
5599,L52778,L,302.8,312.1,1441,52.1,79,No Failure,1
5600,M20459,M,302.7,312.0,1652,31.0,81,No Failure,1
5601,L52780,L,302.8,312.1,1487,36.6,84,No Failure,1
5602,L52781,L,302.9,312.2,1605,33.9,86,No Failure,1
5603,L52782,L,302.9,312.1,1334,54.7,88,No Failure,1
5604,L52783,L,302.9,312.2,1340,57.8,90,No Failure,1
5605,L52784,L,302.9,312.2,1513,37.8,92,No Failure,1
5606,L52785,L,302.9,312.2,1510,41.4,94,No Failure,1
5607,L52786,L,302.9,312.2,1729,23.6,96,No Failure,1
5608,M20467,M,302.9,312.2,1745,25.5,98,No Failure,1
5609,M20468,M,303.1,312.3,1623,31.6,101,No Failure,1
5610,M20469,M,303.1,312.4,1378,50.1,104,No Failure,1
5611,L52790,L,303.1,312.4,1407,41.2,107,No Failure,1
5612,M20471,M,303.0,312.3,1674,29.5,109,No Failure,1
5613,L52792,L,303.0,312.3,1486,42.4,112,No Failure,1
5614,M20473,M,303.0,312.3,1483,38.8,114,No Failure,1
5615,H35028,H,303.0,312.2,1624,28.8,117,No Failure,1
5616,M20475,M,303.0,312.2,1257,71.3,122,Power Failure,3
5617,L52796,L,303.0,312.3,1480,41.4,125,No Failure,1
5618,L52797,L,303.1,312.4,1404,61.5,127,Power Failure,3
5619,M20478,M,303.0,312.4,1645,29.6,129,No Failure,1
5620,L52799,L,303.0,312.3,1932,21.9,132,No Failure,1
5621,L52800,L,303.0,312.3,1533,38.5,134,No Failure,1
5622,M20481,M,302.9,312.2,1292,54.4,136,No Failure,1
5623,L52802,L,302.9,312.2,1571,40.6,139,No Failure,1
5624,L52803,L,302.9,312.3,1578,36.3,141,No Failure,1
5625,M20484,M,302.8,312.2,1469,36.9,143,No Failure,1
5626,L52805,L,302.7,312.1,1728,24.4,146,No Failure,1
5627,H35040,H,302.7,312.1,1603,32.5,148,No Failure,1
5628,L52807,L,302.7,312.1,1597,39.8,153,No Failure,1
5629,L52808,L,302.7,312.1,1688,32.0,155,No Failure,1
5630,L52809,L,302.7,312.2,1405,51.4,157,No Failure,1
5631,M20490,M,302.8,312.2,1615,32.9,159,No Failure,1
5632,L52811,L,302.8,312.2,1515,36.8,162,No Failure,1
5633,L52812,L,302.7,312.2,1376,52.8,164,No Failure,1
5634,L52813,L,302.7,312.2,1447,47.5,166,No Failure,1
5635,M20494,M,302.6,312.2,1353,56.5,168,No Failure,1
5636,L52815,L,302.6,312.1,1502,47.3,171,No Failure,1
5637,L52816,L,302.6,312.0,1447,45.5,173,No Failure,1
5638,M20497,M,302.5,312.0,1487,46.1,175,No Failure,1
5639,L52818,L,302.6,312.1,1519,38.1,178,No Failure,1
5640,L52819,L,302.6,312.1,1668,28.7,180,Random Failures,4
5641,L52820,L,302.6,312.1,1420,51.6,182,No Failure,1
5642,L52821,L,302.6,312.1,1473,37.3,184,No Failure,1
5643,L52822,L,302.5,312.0,1495,38.8,186,No Failure,1
5644,L52823,L,302.5,312.0,1574,42.0,188,No Failure,1
5645,L52824,L,302.5,312.0,1383,51.3,190,No Failure,1
5646,M20505,M,302.5,312.0,1591,29.4,192,No Failure,1
5647,M20506,M,302.4,311.8,1644,37.2,195,No Failure,1
5648,H35061,H,302.5,311.8,2370,14.7,198,No Failure,1
5649,L52828,L,302.5,311.9,1401,44.9,203,No Failure,1
5650,M20509,M,302.5,311.9,1414,51.6,205,No Failure,1
5651,L52830,L,302.5,312.0,1456,46.3,208,No Failure,1
5652,M20511,M,302.5,312.0,1447,45.7,210,No Failure,1
5653,L52832,L,302.4,311.8,1727,26.5,213,No Failure,1
5654,L52833,L,302.4,311.7,1495,36.8,215,No Failure,1
5655,L52834,L,302.3,311.6,1544,34.3,0,No Failure,1
5656,L52835,L,302.3,311.5,1387,47.3,2,No Failure,1
5657,M20516,M,302.3,311.5,1316,47.2,4,No Failure,1
5658,L52837,L,302.3,311.5,1794,26.1,7,No Failure,1
5659,M20518,M,302.2,311.4,1372,55.1,9,No Failure,1
5660,M20519,M,302.3,311.5,1674,30.0,12,No Failure,1
5661,L52840,L,302.2,311.4,1477,41.7,15,No Failure,1
5662,L52841,L,302.2,311.4,1397,53.0,17,No Failure,1
5663,L52842,L,302.2,311.5,1616,34.0,19,No Failure,1
5664,M20523,M,302.3,311.5,1530,42.3,21,No Failure,1
5665,M20524,M,302.2,311.4,1539,35.1,24,No Failure,1
5666,L52845,L,302.3,311.4,1845,21.9,27,No Failure,1
5667,L52846,L,302.2,311.4,1430,43.1,29,No Failure,1
5668,L52847,L,302.2,311.4,2080,19.2,31,No Failure,1
5669,M20528,M,302.2,311.4,1432,45.3,33,No Failure,1
5670,M20529,M,302.2,311.5,1479,39.5,36,No Failure,1
5671,L52850,L,302.2,311.5,1424,45.2,39,No Failure,1
5672,H35085,H,302.2,311.6,1534,37.2,41,No Failure,1
5673,H35086,H,302.1,311.6,1701,26.2,46,No Failure,1
5674,L52853,L,302.2,311.6,1462,50.0,51,No Failure,1
5675,M20534,M,302.2,311.7,1393,42.5,53,No Failure,1
5676,M20535,M,302.3,311.7,1453,42.5,56,No Failure,1
5677,L52856,L,302.3,311.8,1565,37.8,59,No Failure,1
5678,L52857,L,302.3,311.8,1281,51.7,61,No Failure,1
5679,M20538,M,302.2,311.7,1584,36.2,63,No Failure,1
5680,M20539,M,302.2,311.7,1466,49.0,66,No Failure,1
5681,M20540,M,302.2,311.6,1386,50.5,69,No Failure,1
5682,L52861,L,302.2,311.6,1383,44.3,72,No Failure,1
5683,H35096,H,302.3,311.6,1441,53.9,74,No Failure,1
5684,M20543,M,302.2,311.6,1592,37.7,79,No Failure,1
5685,H35098,H,302.2,311.6,1594,36.8,82,No Failure,1
5686,L52865,L,302.2,311.5,1482,45.6,87,No Failure,1
5687,L52866,L,302.2,311.6,1658,31.4,89,No Failure,1
5688,L52867,L,302.3,311.7,2170,18.2,91,No Failure,1
5689,M20548,M,302.3,311.7,1423,44.6,93,No Failure,1
5690,L52869,L,302.4,311.8,1543,31.1,96,No Failure,1
5691,L52870,L,302.3,311.8,1435,44.8,98,No Failure,1
5692,L52871,L,302.4,311.8,1320,56.4,100,No Failure,1
5693,M20552,M,302.4,311.9,1313,55.7,102,No Failure,1
5694,M20553,M,302.4,311.8,1453,42.1,105,No Failure,1
5695,L52874,L,302.4,311.8,1508,45.7,108,No Failure,1
5696,L52875,L,302.4,311.8,1451,42.0,110,No Failure,1
5697,H35110,H,302.5,311.9,1595,34.6,112,No Failure,1
5698,L52877,L,302.5,311.9,1354,49.4,117,No Failure,1
5699,L52878,L,302.5,311.9,1265,59.8,119,No Failure,1
5700,L52879,L,302.4,311.9,1867,25.9,121,No Failure,1
5701,L52880,L,302.5,311.9,1497,41.6,123,No Failure,1
5702,M20561,M,302.5,311.9,1347,54.3,125,No Failure,1
5703,L52882,L,302.3,311.7,1544,43.2,128,No Failure,1
5704,H35117,H,302.3,311.7,1456,45.4,130,No Failure,1
5705,L52884,L,302.5,311.8,1335,52.7,135,No Failure,1
5706,L52885,L,302.4,311.9,1452,43.1,137,No Failure,1
5707,L52886,L,302.4,311.9,1290,70.0,139,Power Failure,3
5708,L52887,L,302.4,311.8,1448,43.4,141,No Failure,1
5709,L52888,L,302.3,311.7,1611,38.6,143,No Failure,1
5710,L52889,L,302.2,311.7,1556,38.6,145,No Failure,1
5711,H35124,H,302.2,311.7,1413,46.5,147,No Failure,1
5712,L52891,L,302.2,311.6,1545,35.9,152,No Failure,1
5713,L52892,L,302.2,311.7,1330,54.6,154,No Failure,1
5714,L52893,L,302.2,311.9,1596,38.0,156,No Failure,1
5715,L52894,L,302.2,311.8,1618,36.0,158,No Failure,1
5716,H35129,H,302.2,311.9,1597,35.8,160,No Failure,1
5717,L52896,L,302.3,312.0,1354,52.2,165,No Failure,1
5718,L52897,L,302.3,312.0,1746,28.1,167,No Failure,1
5719,L52898,L,302.4,312.0,1621,32.5,169,No Failure,1
5720,L52899,L,302.3,312.0,1398,43.3,171,No Failure,1
5721,L52900,L,302.3,311.9,1434,51.9,173,No Failure,1
5722,M20581,M,302.3,311.8,1443,43.4,175,No Failure,1
5723,L52902,L,302.2,311.7,1488,44.6,178,No Failure,1
5724,M20583,M,302.3,311.8,1475,48.0,180,No Failure,1
5725,L52904,L,302.3,311.8,1433,50.3,183,No Failure,1
5726,M20585,M,302.3,311.8,1557,34.1,185,No Failure,1
5727,M20586,M,302.4,311.9,1398,50.1,188,No Failure,1
5728,M20587,M,302.3,311.8,1559,34.4,191,No Failure,1
5729,M20588,M,302.4,311.9,1422,46.4,194,No Failure,1
5730,M20589,M,302.3,311.8,1463,35.7,197,No Failure,1
5731,L52910,L,302.3,311.7,1793,25.3,200,No Failure,1
5732,L52911,L,302.2,311.6,1872,20.4,202,No Failure,1
5733,L52912,L,302.2,311.7,1412,44.5,204,No Failure,1
5734,L52913,L,302.3,311.8,1487,43.2,206,No Failure,1
5735,L52914,L,302.3,311.8,1369,56.2,208,Overstrain Failure,2
5736,L52915,L,302.4,311.8,1673,30.1,210,No Failure,1
5737,M20596,M,302.4,311.9,1439,36.6,212,No Failure,1
5738,L52917,L,302.3,311.8,1574,42.8,215,No Failure,1
5739,L52918,L,302.3,311.7,1281,48.8,0,No Failure,1
5740,M20599,M,302.2,311.7,1653,31.4,2,No Failure,1
5741,M20600,M,302.3,311.7,1535,38.3,5,No Failure,1
5742,M20601,M,302.3,311.7,1483,40.5,8,No Failure,1
5743,L52922,L,302.3,311.7,1414,47.0,11,No Failure,1
5744,M20603,M,302.2,311.6,1379,42.9,13,No Failure,1
5745,H35158,H,302.2,311.5,1482,42.6,16,No Failure,1
5746,L52925,L,302.1,311.5,1987,20.1,21,No Failure,1
5747,M20606,M,302.1,311.5,1635,31.6,23,No Failure,1
5748,L52927,L,302.1,311.5,1533,39.4,26,No Failure,1
5749,M20608,M,302.2,311.7,1576,34.0,28,No Failure,1
5750,H35163,H,302.2,311.8,1330,62.4,31,No Failure,1
5751,L52930,L,302.2,311.8,1981,21.8,36,No Failure,1
5752,H35165,H,302.3,311.8,1475,42.8,38,No Failure,1
5753,H35166,H,302.3,311.8,1804,25.0,43,No Failure,1
5754,L52933,L,302.2,311.6,1416,54.1,48,No Failure,1
5755,L52934,L,302.1,311.5,1727,27.7,50,No Failure,1
5756,L52935,L,302.1,311.4,1391,49.2,52,No Failure,1
5757,M20616,M,302.0,311.5,1366,52.3,54,No Failure,1
5758,L52937,L,301.9,311.3,1366,55.6,57,No Failure,1
5759,L52938,L,301.9,311.3,1501,40.8,59,No Failure,1
5760,L52939,L,301.8,311.3,1551,35.8,61,No Failure,1
5761,M20620,M,301.9,311.3,1522,35.6,63,No Failure,1
5762,L52941,L,301.9,311.2,1369,49.8,66,No Failure,1
5763,L52942,L,301.8,311.2,1334,52.3,68,No Failure,1
5764,H35177,H,301.8,311.2,1451,39.4,70,No Failure,1
5765,L52944,L,301.7,311.2,1589,37.9,75,No Failure,1
5766,L52945,L,301.7,311.3,1708,30.5,77,No Failure,1
5767,M20626,M,301.7,311.2,1413,42.6,79,No Failure,1
5768,M20627,M,301.6,311.2,1415,46.5,82,No Failure,1
5769,L52948,L,301.7,311.3,1421,45.9,85,No Failure,1
5770,L52949,L,301.7,311.3,1348,51.0,87,No Failure,1
5771,L52950,L,301.6,311.2,1408,42.9,89,No Failure,1
5772,L52951,L,301.6,311.2,1525,43.7,91,No Failure,1
5773,L52952,L,301.6,311.3,1706,29.9,93,No Failure,1
5774,H35187,H,301.6,311.2,1395,46.8,95,No Failure,1
5775,L52954,L,301.5,311.1,1602,34.3,100,No Failure,1
5776,L52955,L,301.6,311.1,1907,21.5,102,No Failure,1
5777,L52956,L,301.6,311.1,1325,49.2,104,No Failure,1
5778,L52957,L,301.6,311.1,1408,44.4,106,No Failure,1
5779,M20638,M,301.7,311.1,1489,41.4,108,No Failure,1
5780,L52959,L,301.6,311.1,1680,29.2,111,No Failure,1
5781,L52960,L,301.7,311.2,1517,42.4,113,No Failure,1
5782,M20641,M,301.7,311.1,1618,36.7,115,No Failure,1
5783,L52962,L,301.7,311.1,1455,39.8,118,No Failure,1
5784,H35197,H,301.8,311.1,1543,36.4,120,No Failure,1
5785,M20644,M,301.8,311.1,1399,41.8,125,No Failure,1
5786,L52965,L,301.7,311.1,1469,37.2,128,No Failure,1
5787,L52966,L,301.7,311.2,1521,36.7,130,No Failure,1
5788,L52967,L,301.7,311.3,1584,38.8,132,No Failure,1
5789,L52968,L,301.8,311.5,1443,43.3,134,No Failure,1
5790,M20649,M,301.8,311.5,1416,49.0,136,No Failure,1
5791,M20650,M,301.7,311.2,1563,34.5,139,No Failure,1
5792,M20651,M,301.8,311.3,1542,40.1,142,No Failure,1
5793,M20652,M,301.8,311.3,1624,31.6,145,No Failure,1
5794,L52973,L,301.8,311.3,1471,44.2,148,No Failure,1
5795,M20654,M,301.9,311.5,1492,40.8,150,No Failure,1
5796,M20655,M,301.9,311.4,1465,39.9,153,No Failure,1
5797,L52976,L,301.7,311.1,1399,55.1,156,No Failure,1
5798,L52977,L,301.6,311.0,1431,42.6,158,No Failure,1
5799,L52978,L,301.5,310.9,1600,39.0,160,No Failure,1
5800,L52979,L,301.5,310.8,1593,34.5,162,No Failure,1
5801,L52980,L,301.5,310.9,1469,44.7,164,No Failure,1
5802,L52981,L,301.5,310.8,1413,44.6,166,No Failure,1
5803,L52982,L,301.4,310.8,1490,38.0,168,No Failure,1
5804,L52983,L,301.5,310.9,1671,31.1,170,No Failure,1
5805,L52984,L,301.5,310.9,1365,46.5,172,No Failure,1
5806,M20665,M,301.4,310.9,1557,39.3,174,No Failure,1
5807,L52986,L,301.4,310.9,1440,45.4,177,No Failure,1
5808,M20667,M,301.4,310.9,1489,38.9,179,No Failure,1
5809,L52988,L,301.4,311.0,1733,25.7,182,No Failure,1
5810,H35223,H,301.3,311.0,1580,36.6,184,No Failure,1
5811,L52990,L,301.3,311.0,1856,21.9,189,No Failure,1
5812,L52991,L,301.3,311.1,1454,40.3,191,No Failure,1
5813,L52992,L,301.4,311.1,1495,36.3,193,No Failure,1
5814,L52993,L,301.2,311.0,1761,29.1,195,No Failure,1
5815,M20674,M,301.3,311.0,1402,47.5,197,No Failure,1
5816,L52995,L,301.2,311.0,1670,33.0,200,No Failure,1
5817,L52996,L,301.3,311.0,1582,35.6,202,No Failure,1
5818,L52997,L,301.3,311.0,1542,35.1,204,No Failure,1
5819,L52998,L,301.3,311.0,1539,36.9,206,No Failure,1
5820,L52999,L,301.3,311.0,1418,41.9,208,No Failure,1
5821,L53000,L,301.3,311.1,1723,27.6,210,No Failure,1
5822,L53001,L,301.3,311.1,1303,49.2,212,No Failure,1
5823,M20682,M,301.3,311.0,1463,50.2,214,No Failure,1
5824,L53003,L,301.2,311.0,1544,39.3,217,No Failure,1
5825,L53004,L,301.2,311.0,1596,37.2,219,No Failure,1
5826,L53005,L,301.3,311.1,1413,42.0,221,No Failure,1
5827,M20686,M,301.3,311.1,1492,41.2,223,No Failure,1
5828,L53007,L,301.3,311.1,1624,40.9,0,No Failure,1
5829,L53008,L,301.3,311.1,1504,39.1,2,No Failure,1
5830,M20689,M,301.2,311.1,1574,34.3,4,No Failure,1
5831,M20690,M,301.3,311.2,1438,42.4,7,No Failure,1
5832,L53011,L,301.3,311.3,1474,50.7,10,No Failure,1
5833,L53012,L,301.3,311.2,1675,32.1,12,No Failure,1
